Tipo de tienda;Producto de base;Producto variacion precio;Producto variacion stock;Atributo variacion nombre;Atributo variacion valor
Boutique;Camisetas Mujeres;22;63;Estilo;Escote en V
Boutique;Camisetas Mujeres;22;63;Color;Azul
Boutique;Camisetas Mujeres;22;63;Color;Amarilla
Boutique;Camisetas Mujeres;22;63;Color;Verde
Boutique;Camisetas Mujeres;22;63;Color;Fuscia
Boutique;Camisetas Mujeres;22;63;Color;Rosada
Boutique;Camisetas Mujeres;22;63;Color;Roja
Boutique;Camisetas Mujeres;22;63;Color;Estampada
Boutique;Camisetas Mujeres;22;63;Tallas;XS
Boutique;Camisetas Mujeres;22;63;Tallas;S
Boutique;Camisetas Mujeres;22;63;Tallas;M
Boutique;Camisetas Mujeres;22;63;Tallas;L
Boutique;Camisetas Mujeres;22;63;Tallas;XL
Boutique;Camisetas Mujeres;22;63;Tallas;XXL
Boutique;Camisetas Mujeres;23;63;Cuello;Alto
Boutique;Camisetas Mujeres;23;63;Mangas;Sisa
Boutique;Camisetas Mujeres;23;63;Estilo;Estampada
Boutique;Camisetas Mujeres;23;63;Estilo;Escote en V
Boutique;Camisetas Mujeres;23;63;Color;Azul
Boutique;Camisetas Mujeres;23;63;Color;Amarilla
Boutique;Camisetas Mujeres;23;63;Color;Verde
Boutique;Camisetas Mujeres;23;63;Color;Fuscia
Boutique;Camisetas Mujeres;23;63;Color;Rosada
Boutique;Camisetas Mujeres;23;63;Color;Roja
Boutique;Camisetas Mujeres;23;63;Color;Estampada
Boutique;Camisetas Mujeres;23;63;Tallas;XS
Boutique;Camisetas Mujeres;23;63;Tallas;S
Boutique;Camisetas Mujeres;23;63;Tallas;M
Boutique;Camisetas Mujeres;23;63;Tallas;L
Boutique;Camisetas Mujeres;23;63;Tallas;XL
Boutique;Camisetas Mujeres;23;63;Tallas;XXL
Boutique;Camisetas Hombres;20;50;Cuello;Henley
Boutique;Camisetas Hombres;20;50;Estilo;Estampada
Boutique;Camisetas Hombres;20;50;Estilo;Con bolsillo
Boutique;Camisetas Hombres;20;50;Color;Verde
Boutique;Camisetas Hombres;20;50;Color;Blanca
Boutique;Camisetas Hombres;20;50;Color;Roja
Boutique;Camisetas Hombres;20;50;Color;Negra
Boutique;Camisetas Hombres;20;50;Color;Azul
Boutique;Camisetas Hombres;20;50;Color;Gris
Boutique;Camisetas Hombres;20;50;Tallas;S
Boutique;Camisetas Hombres;20;50;Tallas;M
Boutique;Camisetas Hombres;20;50;Tallas;L
Boutique;Camisetas Hombres;20;50;Tallas;X
Boutique;Camisetas Hombres;20;50;Tallas;XL
Boutique;Camisetas Hombres;22;50;Cuello;Henley
Boutique;Camisetas Hombres;22;50;Estilo;Estampada
Boutique;Camisetas Hombres;22;50;Estilo;Con bolsillo
Boutique;Camisetas Hombres;22;50;Color;Verde
Boutique;Camisetas Hombres;22;50;Color;Blanca
Boutique;Camisetas Hombres;22;50;Color;Roja
Boutique;Camisetas Hombres;22;50;Color;Negra
Boutique;Camisetas Hombres;22;50;Color;Azul
Boutique;Camisetas Hombres;22;50;Color;Gris
Boutique;Camisetas Hombres;22;50;Tallas;S
Boutique;Camisetas Hombres;22;50;Tallas;M
Boutique;Camisetas Hombres;22;50;Tallas;L
Boutique;Camisetas Hombres;22;50;Tallas;X
Boutique;Camisetas Hombres;22;50;Tallas;XL
Boutique;Camisetas Hombres;24;50;Cuello;Henley
Boutique;Camisetas Hombres;24;50;Estilo;Estampada
Boutique;Camisetas Hombres;24;50;Estilo;Con bolsillo
Boutique;Camisetas Hombres;24;50;Color;Verde
Boutique;Camisetas Hombres;24;50;Color;Blanca
Boutique;Camisetas Hombres;24;50;Color;Roja
Boutique;Camisetas Hombres;24;50;Color;Negra
Boutique;Camisetas Hombres;24;50;Color;Azul
Boutique;Camisetas Hombres;24;50;Color;Gris
Boutique;Camisetas Hombres;24;50;Tallas;S
Boutique;Camisetas Hombres;24;50;Tallas;M
Boutique;Camisetas Hombres;24;50;Tallas;L
Boutique;Camisetas Hombres;24;50;Tallas;X
Boutique;Camisetas Hombres;24;50;Tallas;XL
Boutique;Camisetas Hombres;26;50;Cuello;Henley
Boutique;Camisetas Hombres;26;50;Estilo;Estampada
Boutique;Camisetas Hombres;26;50;Estilo;Con bolsillo
Boutique;Camisetas Hombres;26;50;Color;Verde
Boutique;Camisetas Hombres;26;50;Color;Blanca
Boutique;Camisetas Hombres;26;50;Color;Roja
Boutique;Camisetas Hombres;26;50;Color;Negra
Boutique;Camisetas Hombres;26;50;Color;Azul
Boutique;Camisetas Hombres;26;50;Color;Gris
Boutique;Camisetas Hombres;26;50;Tallas;S
Boutique;Camisetas Hombres;26;50;Tallas;M
Boutique;Camisetas Hombres;26;50;Tallas;L
Boutique;Camisetas Hombres;26;50;Tallas;X
Boutique;Camisetas Hombres;26;50;Tallas;XL
Restaurante;Carnes;10;15;Entrecote;125 gramos
Restaurante;Carnes;11;12;Faux filet;125 gramos
Restaurante;Carnes;10;10;Lomo;150 gramos
Restaurante;Carnes;11;15;bisteck;125 gramos
Restaurante;Pescados;10;15;Boca chico;125 gramos
Restaurante;Pescados;11;12;Sardina;125 gramos
Restaurante;Pescados;10;10;Bagre;150 gramos
Restaurante;Pescados;11;15;Atun;125 gramos
Restaurante;Legumbres;5;15;Habichuelas;150 gramos
Restaurante;Legumbres;6;15;Coliflor;150 gramos
Restaurante;Legumbres;4;15;Arvejas;150 gramos
Restaurante;Legumbres;6;15;Berenjenas;150 gramos
Restaurante;Legumbres;5;15;Espinacas;150 gramos
Restaurante;Granos;5;50;Arroz;150 gramos
Restaurante;Granos;5;50;Lentejas;150 gramos
Restaurante;Granos;5;50;Frijoles;150 gramos
Restaurante;Granos;5;50;Garbanzos;150 gramos
Restaurante;Granos;5;50;Blanquillos;150 gramos
Restaurante;Granos;5;50;Semula;150 gramos
Restaurante;Pastas;5;50;Espaguetis;150 gramos
Restaurante;Pastas;5;50;Linguinis;150 gramos
Restaurante;Pastas;5;50;Coquillettes;150 gramos
Restaurante;Pastas;5;50;Lasagnas;150 gramos
Restaurante;Varios;5;25;Pandebono;60 gramos
Restaurante;Varios;5;25;bunuelos;60 gramos
Restaurante;Varios;5;25;Arepas;60 gramos
Restaurante;Bebidas sin ancohol;2;100;Thé limon;125 ml
Restaurante;Bebidas sin ancohol;2;100;Thé naranja;125 ml
Restaurante;Bebidas sin ancohol;2;100;Thé  verde;125 ml
Restaurante;Bebidas sin ancohol;2;100;Thé menta;125 ml
Restaurante;Bebidas sin ancohol;2;100;Aromaticas Naturales;125 ml
Restaurante;Bebidas sin ancohol;2;100;Aromaticas Digestivas;125 ml
Restaurante;Bebidas sin ancohol;2;100;Café;25 ml
Restaurante;Bebidas sin ancohol;4;100;Café con leche;75 ml
Restaurante;Bebidas sin ancohol;4;100;Capuchino;50 ml 
Restaurante;Bebidas sin ancohol;4;100;Café malteado;75 ml
Restaurante;Bebidas sin ancohol;3;50;Agua de Panela con limon;125 ml
Restaurante;Bebidas sin ancohol;4;100;Sodas;126 ml
Restaurante;Bebidas con alcohol;6;100;Cerveza en botella;125 ml
Restaurante;Bebidas con alcohol;6;50;Cerveza a pression;125 ml
